Ind,Pri,Cmp,GLON,GLAT,Vmag,f_Vmag,SpType,pml,pmb,dpml,e_dpml,dpmb,e_dpmb,Dis,e_Dis,Rvel,dRVel,e_dRVel,Mass,dR,Prob,ra_y,ra_error_y,dec_y,dec_error_y,l_y,b_y,phot_g_mean_mag_y,bp_rp_y,bp_g_y,g_rp_y,teff_val_y,pmra_y,pmra_error_y,pmdec_y,pmdec_error_y,radial_velocity_y,radial_velocity_error_y,distance_y,distance_error_y,del_pmra,del_pmra_error,del_pmdec,del_pmdec_error,angular_sep_1,angular_sep_2,proy_sep,proy_sep_2,rel_vel,rel_vel_err
540,45811,45811,241.1,27.1,4.8,14, G8III-;BiN,14.3,-28.3,,,,,68.2,1.4,25,,,0.97,,,140.1208384244,0.3047432185,-9.5558201253,0.2992889489,241.0845074373,27.1081092322,4.5097027,1.0740833,0.5384927,0.53559065,5043,-12.8956817716,0.4617727369,-27.7065376904,0.5358180315,25.1362208019,0.1629784372,68.5393889108,1.7066229041,0,0.9235454738,0,1.0716360629,8.53773646251594E-07,0,8.27360911589074E-07,0,0,
540,45811,45802,241.1,27,6.99,, F4V;BiN,12.5,-27.9,1.7,1.3,-0.4,1.3,62.8,2.7,16,9,2.7,1.4,0.0758,1,140.0874747082,0.0952113312,-9.610299532,0.0861458303,241.1108147824,27.0489346869,6.8604093,0.5639,0.23261309,0.3312869,6663.5,-13.9815514928,0.1775109293,-29.1098210294,0.1549616318,31.9924440786,1.3226346168,66.9172622661,0.5230341998,1.0858697212,0.6392836662,1.403283339,0.6907796632,0.0636419122,0.0636419122,1.6238699419,1.6238699419,0.3379619152,0.0992254397
541,45937,45937,275.5,-3.2,8.07,287, G8IV/V;UnK,-73.4,98.9,,,,,68.8,2.7,,,,0.94,,,140.5061492417,0.0270430478,-54.5431059199,0.0279283158,275.5425374036,-3.2152788571,7.849256,1.0166416,0.44812918,0.56851244,5123,18.1122800423,0.0546776092,120.9473036104,0.0545508034,91.120133106,0.1622238131,67.8991384719,0.1388295933,0,0.1093552183,0,0.1091016069,0,0,0,0,0,
541,45937,45952,275.5,-3.1,8.27,, G3V;BiN,-69.8,92.6,-3.6,2.3,6.3,2.3,67,3.8,90.8,,,0.98,0.1072,1,140.5799631148,0.0514806495,-54.4647230791,0.0596669328,275.5175853562,-3.1294876297,8.459909,0.82122517,0.021109581,0.8001156,5190.3335,22.5107210574,0.1077498644,114.5444852673,0.1212580561,,,67.4925379493,0.2376232246,-4.398441015,0.1624274736,6.402818343,0.1758088595,0.0893355052,0.0893355052,0.4200773161,0.4200773161,2.6647001016,0.2733403429
542,46298,46298,133.8,33.9,8.33,335, G1V;BiN,-38.2,10.5,,,,,50.3,2.1,-10.5,,,0.89,,,141.6204780744,0.0307297411,78.4379194993,0.0375259995,133.7911865641,33.9459024777,8.17976,0.77387,0.32726765,0.44660234,5837.4,30.4879092879,0.0706455051,26.0214335961,0.0687603363,-10.7140218372,0.1806596884,53.8533705904,0.116877494,0,0.1412910102,0,0.1375206726,0,0,,0,0,
542,46298,46299,133.8,34,8.67,, M2;BiN,-40,14.6,1.8,1.6,-4.1,1.6,54.7,3.1,-10.9,0.4,0.4,0.85,0.0072,1,141.6255494515,0.0240063451,78.4298672894,0.0347576531,133.7986353197,33.9511647465,8.56021,0.83387566,0.35791302,0.47596264,5715,34.502392458,0.0533942687,25.9668863977,0.0656362236,-11.1761705327,0.2064186251,53.8765532433,0.0956593026,-4.0144831701,0.1240397738,0.0545471985,0.1343965599,0.0081161551,0.0081161551,0.0244060412,0.0244060412,1.0295221025,0.0649085159
546,47017,47017,284,-9.6,8,273, F5V;BiN,-54.2,8.8,,,,,81.4,4.2,30.9,,,1.33,,,143.7348912204,0.0276804106,-64.9992648453,0.0270116662,284.0194864654,-9.6198248201,7.9006724,0.62513876,0.26141024,0.36372852,6354.3335,-34.6981547338,0.0579628928,43.9697250335,0.0509861374,44.9279722238,14.3148993644,87.4418221177,0.2282319972,0,0.1159257855,0,0.1019722749,0,0,,0,0,
546,47017,45594,281.5,-9.8,8.32,, F3V;UnK,-49.3,9.4,-1.3,4.9,0.1,2,87.5,4.1,,,,1.23,3.53,0.81,139.3919751277,0.0235704966,-63.3871823477,0.0252370218,281.5069256898,-9.8081403001,8.215182,0.5712004,0.23559189,0.33560848,6655,-28.8287246227,0.0493869451,42.1897082358,0.0463467019,23.7522555078,0.4158325602,91.4470063396,0.2313963664,-5.8694301111,0.1073498378,1.7800167976,0.0973328393,2.4836790644,2.4836790644,5.5735838004,5.5735838004,1.8881616428,0.0282610619
546,47017,47351,284.3,-9.3,8.85,, F5V;UnK,-53.5,7.1,-1.1,2,1.3,2,81.8,5.2,,,,1.1,0.595,1,144.725079102,0.0244762309,-64.9905818551,0.0266772244,284.3257793481,-9.3300251025,8.718999,0.66506195,0.27471828,0.39034367,6320.633,-34.9049188592,0.0506835795,41.3687458423,0.0501161721,22.6225981655,1.0059897278,90.5481584983,0.2216823792,0.2067641254,0.1086464723,2.6009791912,0.1011023095,0.4186367676,0.4186367676,3.1736445894,3.1736445894,0.7618976037,0.1048420225
549,47231,47231,153.8,43.5,6.41,90, G5;BiN,33.4,1.5,,,,,97.7,5.4,8.8,,,1.69,,,144.4061884112,0.027919189,60.2135450609,0.0296593254,153.7930806512,43.5483802296,6.150416,1.100481,0.49841166,0.6020694,5047.46,-11.8796470802,0.0647412505,-32.0458793852,0.053050996,9.1948317842,0.1271375749,112.6554148826,0.4880256854,0,0.129482501,0,0.106101992,8.53773646251594E-07,0,1.67869649652575E-06,0,0,
549,47231,46170,154.9,42.2,8.5,, G0;OtH,26.9,-6.8,6.3,2.4,8.4,2.4,97.7,8.3,2,7,0.9,1.26,2.7203,1,141.2344037765,0.0248926874,59.9930299067,0.028698873,154.8625204451,42.1580801621,8.385436,0.6729698,0.2798624,0.3931074,6253.8003,-17.6075232671,0.0539599838,-20.5198543919,0.0546225701,-19.6333674135,0.2803456202,103.2501249958,0.3783225196,5.7278761869,0.1187012343,-11.5260249934,0.1076735661,1.5960830375,1.5960830375,9.8734575973,9.8734575973,7.432762343,0.0538200406
550,47335,47335,285.6,-10.7,7.39,189, A9IV/V;UnK,-57.5,9.4,,,,,81,3,,,,1.56,,,144.6880266039,0.026692028,-66.8588812066,0.0283179117,285.591857481,-10.7216013801,7.331108,0.36483097,0.15572739,0.20910358,7441.5,-36.6125067662,0.0521829205,45.0889439911,0.0528320397,,,85.5343030711,0.2296078048,0,0.104365841,0,0.1056640793,,0,,0,0,
550,47335,47017,284,-9.6,8,, F5V;BiN,-54.2,8.8,-3,2,0.7,1.9,81.4,4.2,30.9,,,1.33,2.6871,0.96,143.7348912204,0.0276804106,-64.9992648453,0.0270116662,284.0194864654,-9.6198248201,7.9006724,0.62513876,0.26141024,0.36372852,6354.3335,-34.6981547338,0.0579628928,43.9697250335,0.0509861374,44.9279722238,14.3148993644,87.4418221177,0.2282319972,-1.9143520324,0.1101458133,1.1192189577,0.1038181771,1.8997594636,1.8997594636,3.4439105137,3.4439105137,0.4662303027,0.0488073592
550,47335,47351,284.3,-9.3,8.85,, F5V;UnK,-53.5,7.1,-3.8,1.9,2.3,1.9,81.8,5.2,,,,1.1,2.6425,0.58,144.725079102,0.0244762309,-64.9905818551,0.0266772244,284.3257793481,-9.3300251025,8.718999,0.66506195,0.27471828,0.39034367,6320.633,-34.9049188592,0.0506835795,41.3687458423,0.0501161721,22.6225981655,1.0059897278,90.5481584983,0.2216823792,-1.707587907,0.1028665,3.7201981489,0.1029482118,1.8683604062,1.8683604062,5.776991484,5.776991484,0.5432497946,0.1396923334
551,47399,47399,178.8,48.4,8.77,405, F8V;SpB,6.9,-6.6,,,,,72.1,4.9,-9,,,1,,,144.8642748184,0.0339525534,42.2858453414,0.0371185174,178.7698431658,48.3659359166,8.644726,0.7280617,0.30574322,0.42231846,6064.25,-6.1189177286,0.0627703318,-6.5869185796,0.0650921172,-3.355474925,0.4799689541,74.0171347458,0.2715255408,0,0.1255406636,0,0.1301842344,0,0,7.79897241335011E-07,0,0,
551,47399,47851,180.3,49.5,9.8,, F0;UnK,6.1,-2.3,1.1,1.6,-3.8,1.5,72.6,15.7,,,,0.83,1.9632,1,146.3043986016,0.0492687608,41.1550794855,0.0564063651,180.3311162131,49.5419556175,9.750986,0.5818844,0.23453426,0.34735012,6576.4976,-1.9022116605,0.0890615413,-3.8641468378,0.0999837639,,,370.7506152368,9.5737953567,-4.2167060681,0.1518318731,-2.7227717418,0.1650758811,1.560098493,1.560098493,296.7677592,296.7677592,4.6407794827,0.0360028863
556,51319,51319,292.2,-12,8.8,409, F5/F6V;UnK,-42.5,-8.2,,,,,98,7,,,,1.19,,,157.2365045433,0.0221894192,-71.7977968976,0.0227431674,292.213895782,-11.957359893,8.674835,0.6374769,0.25729275,0.38018417,6326.5,-41.0044066988,0.0454792716,14.0894185102,0.0418119418,-3.7099325124,0.3245594859,105.8073066103,0.2795282782,0,0.0909585432,0,0.0836238836,8.53773646251594E-07,8.53773646251594E-07,1.57665173128737E-06,1.9073486328125E-06,0,
556,51319,49440,289.9,-12,9.31,, F8V;UnK,-37.9,-3.7,-4.4,2.2,-4.1,2.1,99.9,8.5,,,,1.01,3.8229,0.17,151.4059253846,0.0233277758,-70.5878323429,0.0233751415,289.93109015,-12.0264870343,9.172183,0.72361565,0.30115128,0.42246437,6028.725,-29.3072501431,0.0443216845,18.447065432,0.0442572712,3.8933737499,12.9442413786,123.4932250513,0.3739227106,-11.6971565556,0.0898009561,-4.3576469218,0.086069213,2.2340509424,2.2340509424,18.2388240346,18.2388240346,5.0594294485,0.1114240467
557,51536,51536,173.9,57.5,8.04,283, F2;OtH,-10,-21.5,,,,,93.2,6.9,15.6,,,1.38,,,157.8948521903,0.0275698513,43.2648080849,0.0485644272,173.9375968525,57.5251019311,7.9499483,0.502336,0.20350742,0.2988286,6811,-20.8217199123,0.0585466451,15.8599222506,0.0838316815,,,99.4828406154,0.4373335592,0,0.1170932902,0,0.1676633631,8.53773646251594E-07,8.53773646251594E-07,1.48240984403139E-06,1.9073486328125E-06,0,
557,51536,51726,173.3,57.9,9.22,, G0;UnK,-4.4,-11.9,-5.1,1.4,-9.9,1.4,95.2,10.3,,,,1.08,0.8203,1,158.531821765,0.031544545,43.4647929446,0.0451368338,173.3050318052,57.899614997,9.077128,0.69965935,0.28594017,0.41371918,5962,-11.0953284464,0.080350866,8.7142488519,0.1051994371,-11.9829264044,0.3324057784,142.6097689914,1.172322717,-9.7263914659,0.1388975111,7.1456733988,0.1890311186,0.5044108644,0.5044108644,43.1396744241,43.1396744241,2.8126461039,0.1274774512
558,51608,51608,292.8,-12.3,8.4,345, G1V;UnK,-25.1,-68.6,,,,,66.9,2.7,,,,0.98,,,158.1341536875,0.0246884317,-72.4284136108,0.0254272894,292.7923143122,-12.3496966841,8.246622,0.7678895,0.32457542,0.44331408,5924,-56.7984758883,0.0470389794,-45.860948268,0.0461639295,0.3680746358,0.2005344801,70.9265276004,0.1355568982,0,0.0940779589,0,0.092327859,0,0,0,0,0,
558,51608,51611,292.8,-12.4,9.02,, G3V;UnK,-24.6,-69.9,-0.5,2.1,1.3,2,66.4,3.3,,,,0.9,0.016,1,158.1455283857,0.0216977184,-72.4416515078,0.0200317641,292.8023505102,-12.3592314296,8.859392,0.8348093,0.35519695,0.47961235,5698.75,-56.6981829963,0.0429322699,-46.4894832462,0.0366401527,0.3974272019,0.5437542077,70.9181067848,0.1116461079,-0.100292892,0.0899712494,0.6285349782,0.0828040822,0.0136757301,0.0136757301,0.018906986,0.018906986,0.2127095471,0.032020981
560,52761,52761,218.8,61,9.16,440, G0;UnK,-4.2,-33.8,,,,,73.3,7.1,,,,0.93,,,161.8296215574,0.0439634145,20.7867057436,0.0349562434,218.7904894573,61.0228230151,8.988915,0.7983446,0.33766937,0.46067524,5809,-34.4936573207,0.0887509014,-7.9232636521,0.063775455,1.8263784172,0.7935525946,70.9429100166,0.2148120229,0,0.1775018028,0,0.1275509099,0,0,,0,0,
560,52761,51677,222.3,56.8,9.51,, G5;EcB,-8.1,-38.4,2.1,1.7,4.7,2.6,71.9,6.9,21.5,,,0.87,5.8693,0.35,158.3572812081,0.0348936094,17.5742584743,0.0327553762,222.3441523587,56.8132799649,9.367245,0.87684155,0.38010216,0.4967394,5637.5,-37.3473248772,0.071671832,-6.7115651269,0.0589569216,,,106.8780586979,0.4173528155,2.8536675565,0.1604227334,-1.2116985251,0.1227323765,4.5903484099,4.5903484099,36.6056948372,36.6056948372,7.3644849134,0.0456733329
561,52763,52763,242.4,53.9,7.13,166, A2;OtH,-10,-53.4,,,,,95.5,4.9,22,,,1.34,,,161.8296085739,0.050038339,6.3461185415,0.0502503236,242.440659353,53.935842406,7.105389,0.19409704,0.0877552,0.10634184,8133,-48.1662494374,0.1093921417,-26.4642324367,0.1222654043,,,105.0489479525,0.6389694876,0,0.2187842834,0,0.2445308086,0,0,,0,0,
561,52763,52455,244,51.9,7.66,, A2;OtH,-19.1,-51,7.1,1.6,-0.4,1.6,96.2,6.6,14.2,8.6,5.1,1.51,3.776,0.11,160.8501418305,0.0512256813,4.3016932141,0.0509273302,244.02880406,51.8830421814,7.6061125,0.34833956,0.14386082,0.20447874,7454,-51.6787623077,0.128516831,-17.0511791041,0.097784606,,,99.8700507362,0.6119212813,3.5125128703,0.2379089728,-9.4130533326,0.2200500103,2.265097559,2.265097559,6.5738502023,6.5738502023,5.132740142,0.0392818292
570,55399,55399,283,23.6,7.6,222, F3V;OtH,37.3,-44.5,,,,,86.7,6.5,14.6,,,1.56,,,170.1770329205,0.0287067593,-35.7199076542,0.0259646555,282.953016721,23.6072132611,7.5060735,0.5326257,0.22275543,0.30987024,6711.3335,19.0335221365,0.0497882059,-56.6040307381,0.043026451,13.1184649527,0.4203420472,117.4128399816,0.5461325484,0,0.0995764119,0,0.086052902,0,0,,0,0,
570,55399,54743,279.2,27.1,8.45,, F6/F7V;UnK,39.7,-47,0.8,1.9,1.6,2,70.3,4.8,,,,1.09,7.3985,0.13,168.1290221095,0.0325990081,-31.1360281834,0.0321487693,279.2047746001,27.1380631976,8.3201275,0.69573736,0.2877779,0.40795946,6166.9,17.6683925241,0.0766865378,-59.8754575717,0.0630477424,15.3521049098,0.338774587,75.5522921061,0.2621681621,1.3651296124,0.1264747438,3.2714268336,0.1060741934,4.8918009881,4.8918009881,42.6254519197,42.6254519197,10.936428976,0.2101017457
571,55584,55584,200.6,70.5,8.82,413, F8;UnK,5.7,29.4,,,,,91.7,7.6,,,,1.05,,,170.791276282,0.0366137324,29.5545104171,0.0349919288,200.6094740446,70.4559100124,8.678637,0.7143488,0.30095577,0.41339302,6022.5,27.4031957744,0.0703819558,-7.2488420773,0.0730575984,-4.130190055,0.1767964161,81.3795951048,0.2837057578,0,0.1407639117,0,0.1461151968,8.53773646251594E-07,8.53773646251594E-07,1.05018610820785E-06,1.34869915234861E-06,0,
571,55584,55997,195.2,71.5,10.99,, F8;UnK,0.2,18.2,2.6,2.2,11.7,2.1,89,32.9,,,,0.76,3.2459,0.86,172.1342752446,0.0438601425,31.2202331057,0.0527108702,195.2304936019,71.4774569604,10.844196,0.7594614,0.31250286,0.44695854,5889,19.7779755063,0.0893233191,-1.4613299923,0.1018314732,-25.2389874458,0.9092186853,173.0581624448,2.1463438895,7.625220268,0.1597052749,-5.787512085,0.1748890715,2.0289301328,2.0289301328,91.7748228074,91.7748228074,5.8798794783,0.3497261377
572,55827,55827,294.8,-5.6,8.86,415, G0V;OtH,-90.2,-10.1,,,,,91,5.5,1.4,,,1.1,,,171.6250380939,0.0248092959,-67.0788336158,0.0266818468,294.7842460477,-5.5603829222,8.724823,0.73450756,0.30519485,0.4293127,6028.6,-88.2347545824,0.0490101384,18.0655336115,0.0508010484,1.6082276331,0.2880938163,80.8646059189,0.1915973086,0,0.0980202768,0,0.1016020967,0,8.53773646251594E-07,0.000001205,1.34869915234861E-06,0,
572,55827,55064,294.3,-7,9.39,, G0V;OtH,-97.9,-7.4,7.8,2,-2.6,2,89.4,7.7,12.4,-10.5,0.3,0.87,2.3843,0.15,169.0894967656,0.0252893119,-68.2302077332,0.0239030864,294.2701028843,-6.9721335784,9.252248,0.757143,0.31373215,0.44341087,5826.967,-94.6301488408,0.0489717608,27.5951515599,0.0447982961,12.9978827952,0.5260665375,88.6661040735,0.2195783165,6.3953942583,0.0979818992,-9.5296179484,0.0955993444,1.5014060556,1.5014060556,8.1108886607,8.1108886607,7.5730152595,0.1611911672
576,56920,56920,221,73.6,6.88,133, A3;OtH,-20,-61.3,,,,,68.3,2.8,-0.2,,,1.57,,,175.0384499721,0.0549068405,23.7081669053,0.0530538041,220.9803462696,73.560439322,6.796074,0.41383982,0.17675686,0.23708296,7085.25,-64.2285876017,0.1096498123,2.184779997,0.0922122868,,,68.4214089959,0.3994140549,0,0.2192996247,0,0.1844245735,0,8.53773646251594E-07,0,1.34869915234861E-06,0,
576,56920,55547,214.8,69.9,8.47,, F8;UnK,-14.8,-61.8,1.2,1.6,-1.1,1.8,71.7,5.1,,,,1.1,4.8988,0.18,170.6717443045,0.0701960773,24.7335888342,0.0635909145,214.7879785901,69.9293335913,8.348212,0.6518183,0.26860428,0.383214,6372.3,-64.1657538399,0.1194687449,2.0204660138,0.1323336603,12.97359657,0.1675690043,83.2425247917,0.8034568522,-0.0628337619,0.2291185573,0.1643139832,0.2245459471,4.1119691953,4.1119691953,15.7793619346,15.7793619346,4.4922650512,0.2853207011
578,57375,57375,292.9,8.9,8.09,294, F1V;UnK,-27.8,-21.5,,,,,96,7.8,,,,1.37,,,176.4363751469,0.0276967299,-52.6905619195,0.0286580067,292.9430604635,8.902442226,8.002055,0.47651482,0.19273472,0.2837801,7068.5,-34.4075591216,0.0571387872,-13.5039954821,0.0513343033,,,105.1048716856,0.4436966283,0,0.1142775745,0,0.1026686066,0,8.53773646251594E-07,0,1.9073486328125E-06,0,
578,57375,57197,292.6,9,8.94,, F4V;UnK,-21.8,-30.2,-6,2.2,8.7,1.9,90.8,10.1,,,,1.14,0.61,0.63,175.9400595337,0.0217104595,-52.4865338937,0.0202472377,292.5947910614,9.0215978952,8.807148,0.6398802,0.26114655,0.37873363,6443.65,-30.9698734082,0.0410853594,-23.4412605099,0.0380398255,-2.0802013426,0.6172512521,101.0749145184,0.3119963012,-3.4376857135,0.0982241467,9.9372650278,0.0893741288,0.3640689134,0.3640689134,4.082828069,4.082828069,5.0627531196,0.049089734
582,57950,57950,295,5.2,8.26,324, F2IV/V;UnK,-35.6,-16.7,,,,,98.1,7.8,8,,,1.33,,,178.2830591594,0.0304767662,-56.7272934062,0.0286177373,294.9620521949,5.239524242,8.149021,0.56328773,0.22922039,0.33406734,6556.125,-39.4097780853,0.0584367487,-10.2274157886,0.0524988365,13.3577730088,0.6602940344,102.1284824205,0.4601312717,0,0.1168734974,0,0.1049976731,0,0,0,0,0,
582,57950,58528,296,5.1,8.54,, F5V;VaR,-36.6,-18.1,0.7,2,1.5,2,99.9,11.7,7.7,0,1.8,1.24,1.7719,0.16,180.0388956499,0.0306026846,-57.1172604035,0.0285413734,295.985264125,5.0612052447,8.452594,0.6158533,0.2515688,0.36428452,6446.2266,-37.4145035,0.0579616916,-9.1696161289,0.0525942353,13.5136811004,0.7299503418,102.731904871,0.4677413768,-1.9952745853,0.1163984403,-1.0577996597,0.1050930718,1.0345637554,1.0345637554,1.9454502819,1.9454502819,0.9876453554,0.1020462001
582,57950,59716,297.8,6.7,8.45,, F5V;UnK,-35.5,-15.9,-1,2.3,-1.1,2.3,96.5,12.2,,,,1.21,5.4061,0.92,183.7110718848,0.0263894785,-55.789916035,0.023048012,297.7678872531,6.7144933919,8.320101,0.6457486,0.2660122,0.37973642,6521.4,-35.7223679506,0.0503082344,-11.0405865262,0.0422595494,14.2221054046,1.2341204102,114.8522064348,0.5183281156,-3.6874101348,0.1087449831,0.8131707376,0.094758386,3.1563301521,3.1563301521,14.0527765648,14.0527765648,1.1230558836,0.0398516858
583,58079,58079,140.1,61,8.8,410, G5;UnK,56.9,114.4,,,,,50.4,2.4,,,,0.87,,,178.6643577869,0.02550583,54.233324873,0.0289529293,140.106243854,60.9609675015,8.613275,0.89485073,0.38531208,0.50953865,5592.3335,1.3548663746,0.0584507138,-128.1196598014,0.063855317,-9.3643994009,0.2344435109,58.0162978546,0.1440099145,0,0.1169014277,0,0.127710634,0,0,,0,0,
583,58079,59261,137.3,63.4,9.47,, K0;UnK,54.9,121.6,-3.4,1.9,-4.1,2.5,57.3,4.5,,,,0.83,2.4166,0.12,182.3384047833,0.0195291772,52.5700112341,0.0204645929,137.2680127786,63.3710960445,9.256471,0.98947525,0.43074036,0.5587349,5306.1333,-6.097829986,0.039015644,-130.1426049138,0.0436542877,-2.2837200382,0.2715236366,59.9230264813,0.1115290215,7.4526963606,0.0974663578,2.0229451124,0.1075096047,2.7498275568,2.7498275568,3.4120092076,3.4120092076,2.7283889939,0.0995477349
584,58167,58167,294.8,7.8,8.3,330, F3IV;VaR,-32.2,-18.7,,,,,92.5,7.9,7.7,,,1.3,,,178.9311820587,0.03276841,-54.1807312429,0.0305818601,294.7575405147,7.8044052346,8.178334,0.5684686,0.23201656,0.336452,6629.9497,-36.1567582701,0.0644636704,-9.399310714,0.0527498775,19.7690497114,2.6787482601,108.0301047821,0.5230770282,0,0.1289273408,0,0.105499755,0,8.53773646251594E-07,,1.9073486328125E-06,0,
584,58167,58220,295.9,3.3,8.48,, F3V;UnK,-31.8,-17.3,-0.8,2.3,0.1,2,98.9,8.1,8,0.1,1.8,1.24,7.4942,0.39,179.1103804163,0.0318098417,-58.821379605,0.0313288458,295.8523657701,3.2923600866,8.381211,0.57395077,0.23143005,0.3425207,6732.7266,-36.0451199844,0.0596831153,-8.5819690262,0.0541526326,16.0120900469,0.7775798624,107.4277307695,0.5038015038,-0.1116382857,0.1241467856,-0.8173416878,0.10690251,4.6416976546,4.6416976546,8.7457814685,8.7457814685,0.4714875034,0.0483593132
585,58406,58406,146,66.9,6.93,140, F2;OtH,108.7,-71.9,,,,,55,1.8,-1.9,,,1.33,,,179.6318339412,0.022478019,47.7654148045,0.0233373801,146.0326148017,66.9201583013,6.8239937,0.5443344,0.22842073,0.31591368,6714.25,-130.0963446066,0.0355171011,3.8512588977,0.0456126478,0.6308715064,0.5976556283,57.1850731148,0.125725287,0,0.0710342023,0,0.0912252956,0,0,,0,0,
585,58406,59024,141.6,66.3,7.69,, F5;OtH,110.8,-60.6,2.5,1.5,-3.5,1.5,53.5,1.8,1.1,-3.7,4.1,1.15,1.8007,0.5,181.523797512,0.0231742448,49.1584524361,0.0240865411,141.5793231907,66.295692292,7.571431,0.65048504,0.2712307,0.37925434,6336.6665,-127.2801606457,0.0357445998,6.6641721807,0.0420562469,2.0616945841,0.1856458836,58.4470841764,0.1249865687,-2.8161839609,0.071261701,-2.812913283,0.0876688947,1.8745949573,1.8745949573,2.2737953553,2.2737953553,0.8030406932,0.0306120191
587,58647,58647,294.8,12.1,9.13,437, G1V;UnK,-115.1,-29.9,,,,,96.5,19.8,,,,1.03,,,180.3851006632,0.024206732,-49.9733290624,0.0226777964,294.7636690101,12.1053962051,9.463024,0.81615925,0.27435684,0.5418024,5832.6934,-113.4463209242,0.05385481,-4.0543400905,0.0415826354,-39.7294475687,0.357109931,159.0954075052,1.0503139843,0,0.10770962,0,0.0831652707,0,0,0,0,0,
587,58647,58226,294.1,11.2,9.16,, G3IV/V;UnK,-121.3,-33.4,6.2,2.7,3.2,2.5,84.8,9.7,,,,0.94,1.8919,0.14,179.1281549656,0.0249487414,-50.7597358331,0.0205418138,294.1280095883,11.1707326416,9.023586,0.8477211,0.33489323,0.5128279,5787.85,-125.8970165924,0.0483428422,-4.9682984515,0.0374342171,31.1943615515,0.4277014237,86.8975802396,0.2700609694,12.4506956682,0.1021976523,0.913958361,0.0790168525,1.1230342416,1.1230342416,72.2346001286,72.2346001286,33.7400923193,0.6663250277
588,58751,58751,284.1,50.3,7.44,197, F5;OtH,36.9,-8.7,,,,,59.2,2.2,-12.7,,,1.29,,,180.7494569692,0.0502196893,-10.7524742161,0.0377232307,284.0919294206,50.3389066995,7.325008,0.60077524,0.25007772,0.35069752,6481.83,33.0406181345,0.1047005559,-18.7627218634,0.0770142659,-12.3885682815,0.1977607079,57.2624174863,0.1827345116,0,0.2094011117,0,0.1540285318,0,0,,0,0,
588,58751,58722,283.9,50.4,8.53,, G0;UnK,35.8,-6.4,1,1.6,-2.2,1.6,55.1,3,,,,0.89,0.0951,1,180.6645384036,0.2989075731,-10.7137113757,0.2677859081,283.9491182044,50.3514666024,8.366722,0.921885,0.3964243,0.5254607,5592.675,33.0670585976,0.8398090986,-20.6642659636,0.7474067415,-16.1626562588,0.7010170172,54.4259621764,1.1150482484,-0.0264404632,0.9445096544,1.9015441003,0.8244210074,0.0919979044,0.0919979044,2.8378713383,2.8378713383,0.4985465508,0.4364165317
589,58813,58813,294,17.9,8.07,288, G2/G3I;BiN,93.4,39,,,,,54.5,4.2,6,,,1.01,,,180.9434869716,0.0377271075,-44.1227283281,0.0251240254,293.9701585559,17.9180485129,7.903289,0.7772274,0.32772923,0.44949818,5840.55,98.9702675565,0.0588995842,18.1731242026,0.0389767238,6.4123764711,0.1186703809,53.0890809944,0.1311249288,0,0.1177991684,0,0.0779534475,0,0,5.59384363563632E-07,0,0,
589,58813,58815,294,17.9,8.74,, G9V;BiN,97.2,35.7,-3.8,2.2,3.2,2.2,55.4,22.7,5.5,0.5,0.3,0.9,0.0062,1,180.9494329322,0.0360867869,-44.1178981016,0.0242188962,293.9735800731,17.9236120249,8.560066,0.8847561,0.37986088,0.5048952,5562.95,101.3613434427,0.0551625928,15.7236382224,0.0361460745,6.1395099044,0.1699079228,52.9517169769,0.1257523391,-2.3910758861,0.114062177,2.4494859802,0.0751227982,0.0064460095,0.0064460095,0.1374934712,0.1374934712,0.8251359963,0.1280333085
590,58936,58936,284.2,51.9,8.37,338, F8;UnK,-23,-20.5,,,,,79.6,6.5,,,,1.17,,,181.2745668928,0.0523578469,-9.3086337869,0.0405487661,284.2106733176,51.8707284707,8.231798,0.6658611,0.2764349,0.38942623,6198,-26.8523411702,0.1204311351,-12.3433429956,0.0845083083,-10.9136777077,0.2050050352,76.9789334975,0.342501768,0,0.2408622701,0,0.1690166167,,0,,0,0,
590,58936,60236,291.2,50.7,8.6,, F0p;BiN,-17.7,-27.7,-6.3,2.5,9.1,1.7,67.2,10.9,-15.5,,,0.98,6.2541,0.12,185.2851667893,0.0803096149,-11.4758485719,0.0487730094,291.163397686,50.7023058638,8.595511,0.28807163,0.12035656,0.16771507,7833.75,-22.9086077344,0.1531731477,-23.1238196459,0.0976094231,,,194.0964795213,4.0169039916,-3.9437334357,0.2736042827,10.7804766503,0.1821177314,4.5006769896,4.5006769896,117.5102787886,117.5102787886,20.2281528159,0.4468428749
