Ind,Pri,Cmp,GLON,GLAT,Vmag,f_Vmag,SpType,pml,pmb,dpml,e_dpml,dpmb,e_dpmb,Dis,e_Dis,Rvel,dRVel,e_dRVel,Mass,dR,Prob,ra_y,ra_error_y,dec_y,dec_error_y,l_y,b_y,phot_g_mean_mag_y,bp_rp_y,bp_g_y,g_rp_y,teff_val_y,pmra_y,pmra_error_y,pmdec_y,pmdec_error_y,radial_velocity_y,radial_velocity_error_y,distance_y,distance_error_y,del_pmra,del_pmra_error,del_pmdec,del_pmdec_error,angular_sep_1,angular_sep_2,proy_sep,proy_sep_2,rel_vel,rel_vel_err
187,33705,33691,242.1,-12,8.44,, G9V;OtH,-22.8,31.9,-2.2,1.8,0.2,1.7,37.1,1.2,16.4,-0.1,0.4,0.87,0.0587,1,105.0115435402,0.0287729382,-31.2279289331,0.0357441707,242.0543179447,-11.9948425559,8.246586,0.9211817,0.4021349,0.5190468,5492.5,18.8934742064,0.0606732269,36.1189397846,0.0649489479,16.8271662919,0.2098954123,38.3557406962,0.0613324053,-0.1042412439,0.1035719777,-0.5225810073,0.1140980746,0.0899523456,0.0899523456,0.2401684892,0.2401684892,0.1401058083,0.044881971
190,34714,34714,184.4,18.3,7.16,131, F5;OtH,-31.9,-107,,,,,48.2,1.4,3.1,,,1.09,,,107.830614962,0.0410099137,33.1118328277,0.0373256455,184.4313973471,18.2817146902,7.044035,0.60292816,0.25606155,0.3468666,6451.5,-110.5096883963,0.0754683107,-7.4949294532,0.0664236755,3.0506012383,0.2431454925,45.1246153514,0.0952432093,0,0.1509366214,0,0.132847351,0,0,,0,0,
190,34714,34700,184.9,18.1,8.01,, G0;OtH,-32.2,-107.4,-0.1,1.7,0.6,1.6,45.2,1.6,3.1,0,0.4,0.93,0.4182,1,107.8107697777,0.0566922949,32.6149871611,0.0591397449,184.9131615404,18.0876988862,7.8707795,0.72719765,0.3012452,0.42595243,6019.533,-110.8662527781,0.102249309,-6.7887517244,0.0884520455,3.0236601973,0.3281065042,44.7483680035,0.1428777947,0.3565643817,0.1777176197,-0.7061777289,0.154875721,0.4971252134,0.4971252134,0.5418236042,0.5418236042,0.2035763393,0.0721438011
193,36512,36512,231.6,1.2,7.73,167, G2V;OtH,117.2,-9.9,,,,,37,1,8.4,,,0.89,,,112.6669338236,0.0327112646,-15.9950527848,0.0401089982,231.5929601585,1.1506419509,7.563697,0.8226433,0.35368395,0.46895933,5734,47.3881416087,0.0664087321,-108.6792100578,0.0736358463,8.2102211776,0.2016659559,36.2400368121,0.0646418602,0,0.1328174642,0,0.1472716926,0,0,1.90925417693373E-07,0,0,
193,36512,36121,230.9,0.4,9.21,, K4+v;UnK,109,-6.9,8.7,1.9,-2.3,1.9,24.8,0.9,,,,0.63,0.6709,0.55,111.6108872594,0.3293924326,-15.7707489333,0.3191920463,230.910446668,0.3656070443,8.788546,1.399087,0.65363884,0.7454481,4564.64,43.5554868874,0.6659235358,-97.5370031496,0.6197639667,-4.216597487,1.7425008504,25.7054794852,0.2678317276,3.8326547213,0.7323322679,-11.1422069082,0.693399813,1.0401998013,1.0401998013,10.5491201077,10.5491201077,7.358752788,0.1263149601
194,37563,37563,271.6,-16.9,7.17,133, G3V;YnG,-165.5,18.7,,,,,32.8,0.5,17.5,,,1.03,,,115.6498039655,0.0215105169,-59.2967451344,0.0246432389,271.5646142859,-16.9456297876,7.0331225,0.79123306,0.34630156,0.4449315,5856,-53.9066252826,0.0550738522,158.4994671707,0.0496754556,17.8576825105,0.2064612609,32.9118210497,0.0277779034,0,0.1101477045,0,0.0993509111,0,0,4.90424350645096E-07,0,0,
194,37563,37923,272.3,-16.7,8.27,, K0V;YnG,-156.1,13.4,-10.7,4.5,4.3,4.6,29.9,3.2,17.3,-0.1,0.3,0.85,0.3966,0.91,116.5702211997,0.0244921428,-59.8088396296,0.029924654,272.2560750533,-16.7411971177,8.051435,0.9778018,0.43066502,0.5471368,5336,-52.4600933012,0.0554165417,153.0250153513,0.0531040193,17.4923896723,0.1512962549,33.8055896682,0.0299168773,-1.4465319814,0.1104903939,5.4744518193,0.1027794748,0.6926523532,0.6926523532,0.9805214576,0.9805214576,0.205952013,0.0589207769
195,37718,37718,263.5,-12.8,6.64,99, F9VFe-;BiN,-179.5,-34.3,,,,,30.8,0.4,8.6,,,1.07,,,116.0513594878,0.0229030125,-50.4561082656,0.0231911852,263.4541677265,-12.8449936848,6.4971724,0.6854305,0.28996706,0.39546347,6208.75,-114.4349037942,0.0471896007,143.4585139195,0.0416713583,8.6874803552,0.3689291343,30.0843625924,0.0220742733,0,0.0943792014,0,0.0833427166,,0,,0,0,
195,37718,37727,263.5,-12.8,7.55,, G5V;BiN,-176.4,-31.5,-3.1,1.4,-2.8,1.4,29.9,0.5,9.2,-0.6,0.3,0.87,0.0078,1,116.0678935729,0.0287265727,-50.4660011513,0.0283756439,263.4681347721,-12.8401751931,7.3930945,0.85930157,0.37371683,0.48558474,5816.6665,-111.7829370865,0.0596487526,142.6027544075,0.052942785,9.1550990786,0.2958715225,30.0800417419,0.0273834908,-2.6519667078,0.1068383532,0.855759512,0.0946141433,0.0144450097,0.0144450097,0.008728604,0.008728604,0.4008086995,0.0253783359
196,38129,38129,252.9,-6.2,7.14,130, F7V;ClN,-25.8,-130.4,,,,,40.9,0.8,-7,,,1.08,,,117.2047293871,0.025161358,-38.2042559403,0.0301624796,252.9492079716,-6.2423319986,7.006038,0.66124916,0.27993727,0.3813119,6239.6665,-125.168513331,0.0551107271,-43.7866692753,0.0542562642,-6.5949951645,0.1846468965,42.5610358051,0.0551832816,0,0.1102214543,0,0.1085125284,0,0,4.48453382136316E-07,0,0,
196,38129,38236,249.8,-4.2,10.93,, M0;UnK,-52.7,-132,24.2,3,3.1,3,41.6,2.5,,,,0.27,2.6544,0.11,117.4976214611,0.019360994,-34.4960218483,0.0221300469,249.8456905629,-4.1794933102,10.417638,1.555397,0.74729633,0.8081007,4283.8896,-146.5698459547,0.0414000358,-17.464355138,0.046846054,43.2941877794,0.677033777,47.1418590806,0.0587782915,21.4013326237,0.096510763,-26.3223141373,0.1011023181,3.7157229434,3.7157229434,5.4239642437,5.4239642437,8.9837675013,0.0472993532
198,40663,40663,226.9,17.2,8.8,228, K0;UnK,-68,-191.6,,,,,47.6,3.1,,,,0.87,,,124.5060782902,0.0406034483,-4.019199255,0.0298794779,226.8734464755,17.1894228893,8.577148,0.97721577,0.43105888,0.5461569,5366,-199.6956115369,0.082119384,-37.5197373131,0.049664626,80.2924995298,0.258609405,48.7689438367,0.1118578823,0,0.1642387679,0,0.099329252,8.53773646251594E-07,0,7.03637701614718E-07,0,0,
198,40663,41425,224.7,21,9.95,, M:;UnK,-75.6,-203.2,11.2,2.2,8.8,3.3,47.7,3.7,,,,0.75,3.5745,0.76,126.7386756731,0.0374960272,-0.3420800613,0.0283233863,224.6641764192,20.9496185012,9.619195,1.2450056,0.5684471,0.6765585,4780,-214.022988195,0.080230439,-35.7245681759,0.0569808724,32.4029790332,0.2105782043,46.2286134113,0.0972545814,14.3273766581,0.162349823,-1.7951691372,0.1066454984,4.3007863409,4.3007863409,4.3761019424,4.3761019424,1.1209717044,0.1196826155
200,42042,42042,256.8,2,6.69,101, F4V;UnK,-102,-31.2,,,,,45.1,0.8,,,,1.28,,,128.5469379866,0.0224243018,-36.9059279182,0.0297560281,256.7922947912,1.9860096742,6.57703,0.56842136,0.2380147,0.33040667,6585,-84.750704344,0.0462983122,62.4339492882,0.0489223832,-0.1034421524,0.3214695247,46.8161351325,0.0767864075,0,0.0925966243,0,0.0978447665,0,0,,0,0,
200,42042,41529,255.9,1.1,8.39,, G9V+;OtH,-95.2,-33.6,-6.3,2,2.8,2,40.8,1.3,-1.7,,,0.87,0.9557,0.16,127.0494622171,0.0282880466,-36.7227453267,0.0330730938,255.93660228,1.1262935526,8.1955805,0.91940403,0.4011793,0.5182247,5479,-85.153909904,0.0601960929,55.8392875911,0.0644699732,-1.2201686533,0.1620600563,40.1863382064,0.0583513116,0.40320556,0.106494405,6.5946616971,0.1133923564,1.2127521277,1.2127521277,6.6930612975,6.6930612975,4.1324303735,0.0683042742
201,42401,42401,237.9,16.6,9.67,262, K4+vk:;VaR,-65,-31.6,,,,,35,1.8,23.7,,,0.68,,,129.688302596,0.0257722674,-13.2565267118,0.0244500872,237.8979020267,16.6431259863,9.2703285,1.3597527,0.6354923,0.72426033,4645.9697,-63.8583226409,0.0505147324,38.3741135696,0.0405857005,20.5345844595,0.2457528156,31.5955013556,0.0318845935,0,0.1010294649,0,0.0811714011,0,0,,0,0,
201,42401,41662,233.8,16.6,10.19,, K4;UnK,-59.7,-31.8,5.4,3,-0.9,2.6,33.5,1.8,,,,0.62,2.4216,0.92,127.4183035805,0.0320241598,-9.9762703005,0.0272970794,233.7631941462,16.5777052851,9.791164,1.4502172,0.6857815,0.76443577,4579.35,-56.555633849,0.0640903247,34.1218321629,0.0495727677,2.3009624445,0.2418815744,35.3280085315,0.0551392309,-7.3026887919,0.1146050571,4.2522814067,0.0901584682,3.9626386042,3.9626386042,4.3895993226,4.3895993226,0.0988966597,0.0155543357
202,42940,42940,179.7,38.3,8.52,210, K3V;BiN,629,-331.7,,,,,26.6,0.6,-25,,,0.78,,,131.2916773543,0.0474798392,41.6690287506,0.0335180212,179.7531517777,38.2929727728,8.2167225,1.1790571,0.53288937,0.64616776,4898.5527,-284.6865828522,0.0841803527,-651.8091910317,0.0711284025,-24.0951214447,0.1600549844,24.9726785818,0.0358558539,0,0.1683607055,0,0.142256805,0,0,,0,0,
202,42940,42145,179.5,36.5,8.74,, K2V;OtH,605.7,-328.9,23.5,1.4,-7,1.3,28.5,1,58.4,-82.4,1.4,0.77,0.8419,0.37,128.8645940115,0.0360023568,41.7375293167,0.0272047629,179.4675237607,36.4939303912,8.44973,1.149694,0.5186691,0.63102484,4921.4,-267.3138029154,0.0716658786,-635.3003431018,0.0522410717,61.0910973183,0.1295915714,29.3289997863,0.0414154867,-17.3727799368,0.1558462313,-16.5088479299,0.1233694742,1.8132946868,1.8132946868,4.4397144095,4.4397144095,11.6993797782,0.2341303559
204,43970,43970,212.5,34.6,5.22,37, A5III;OtH,6.3,63.5,,,,,45.7,0.5,-4.6,,,1.36,,,134.3125615126,0.1424305649,15.3228544722,0.1200849939,212.5341528003,34.6376761712,5.1769867,0.19021368,0.1035614,0.08665228,8276,60.3365195083,0.2917374763,19.748351722,0.2208535506,,,48.4012324462,0.4147427032,0,0.5834749527,0,0.4417071012,8.53773646251594E-07,0,6.24607456816652E-07,0,0,
204,43970,44001,212.3,34.8,5.68,, F0IV;OtH,5.5,65,0.5,1,-1.4,1.1,46.1,0.7,-4,-0.6,2.8,1.37,0.2163,1,134.3969337728,0.0818780029,15.5813743596,0.0600167395,212.2817252805,34.8120390434,5.632935,0.2898407,0.12818289,0.16165781,7662.5,60.4399456558,0.1605595469,20.5090050057,0.1058929131,,,48.8008759121,0.2330668216,-0.1034261475,0.4522970232,-0.7606532837,0.3267464637,0.2710089787,0.2710089787,0.4610423761,0.4610423761,0.2544457376,0.2723014898
206,44777,44777,230,29.9,8.15,187, F8;OtH,-71.3,-66,,,,,46.6,2,-10.3,,,1,,,136.8877712939,0.0436118244,0.0633541386,0.0395876648,229.9829696065,29.9036643339,8.000821,0.78219414,0.33601952,0.44617462,5931.3335,-95.5318574073,0.0918249059,26.6223720041,0.0875309872,-9.9456314364,0.1803068225,50.69581587,0.1300604512,0,0.1836498119,0,0.1750619744,8.53773646251594E-07,0,7.44494858183092E-07,0,0,
206,44777,46028,228.9,35,8.44,, F0;UnK,-55.4,-47.8,-16,1.9,-14.5,1.9,44.8,15.5,,,,0.83,4.2411,0.82,140.8109475386,0.0508006149,3.5053651026,0.0532639196,228.9186000524,35.0431275833,8.219998,0.5534625,0.22935677,0.32410574,6710,-70.0621983067,0.1357341527,16.2418768043,0.1218630908,34.6662914524,0.4250513526,105.247395893,0.6075511728,-25.4696591006,0.2275590587,10.3804951998,0.209394078,5.2172007883,5.2172007883,54.9552921924,54.9552921924,12.1273602021,0.1897564533
207,44858,44858,198.8,40.9,8.25,191, G0V;BiN,-82.4,-34.5,,,,,47.1,2.9,29.6,,,0.94,,,137.0991975109,0.0837461814,27.5357495705,0.0530422889,198.8454902864,40.9071627833,8.109398,0.7407403,0.3083105,0.4324298,5901.85,-53.2385992411,0.1279235756,71.6591250487,0.09581022,30.0210524989,0.2215289913,48.8913782825,0.2372810037,0,0.2558471511,0,0.19162044,0,0,,0,0,
207,44858,44864,198.8,40.9,8.28,, G0V;BiN,-84.9,-31.3,2.6,1.6,-3.2,1.8,42.6,2,25.2,4.4,3,0.91,0.0118,1,137.1128999095,0.0725074683,27.5434473363,0.0401467454,198.8392488612,40.92075053,8.131569,0.74350166,0.3125,0.43100166,5994,-51.8193742426,0.1134315588,73.5240272962,0.0737369862,30.3051385431,0.1413291307,49.1235271353,0.2295635024,-1.4192249985,0.2413551343,-1.8649022475,0.1695472063,0.0143830889,0.0143830889,0.2324745993,0.2324745993,0.5811840641,0.2050704303
214,49846,49846,221.1,51.2,8.42,201, K2;UnK,5,-247.7,,,,,42.6,2,32,,,0.85,,,152.6645099296,0.0453503261,16.0369857121,0.0399878692,221.0867235173,51.1995198035,8.223005,0.9177103,0.40499783,0.5127125,5522.5,-225.1505329426,0.0969973423,-105.1434192406,0.0792119688,30.1462034048,0.1599561633,47.5642092917,0.1097792904,0,0.1939946846,0,0.1584239377,0,0,5.01170380889074E-07,0,0,
214,49846,51942,215.7,58.9,8.71,, G5;OtH,27.6,-264.7,4.8,1.4,-0.5,1.7,46.3,2.4,46.5,-21.7,1.1,0.86,6.1626,0.15,159.169900991,0.0540119598,21.6028082952,0.0507149886,215.716761778,58.912910097,8.51376,0.92210436,0.40195084,0.5201535,5486.5,-244.7159007491,0.0899673434,-104.7301303405,0.0909337802,45.9258582223,1.0947165448,46.2946442295,0.1337979798,19.5653678065,0.1869646857,-0.4132889001,0.170145749,8.2975831391,8.2975831391,6.9074409363,6.9074409363,3.0288894376,0.2441910639
215,51312,51312,189.7,58.7,7.83,171, G0;UnK,70.9,-107.7,,,,,46.9,1.7,,,,0.95,,,157.2135449257,0.0404111615,34.8854083356,0.0388169018,189.7151426036,58.6561966029,7.68866,0.7843709,0.3357787,0.4485922,5913.5,-111.1864824837,0.0689399554,-62.0173314104,0.0686672915,4.1104627657,0.1698073077,49.3437003156,0.1262101487,0,0.1378799108,0,0.1373345829,0,8.53773646251594E-07,0,9.5367431640625E-07,0,
215,51312,52140,193.5,60.9,8.62,, G8III;UnK,64,-106.2,0.7,2.5,-5.3,2.6,46.8,1.9,,,,0.85,2.4242,0.92,159.7820266245,0.0497176719,32.8329602201,0.0494396764,193.5317137191,60.9093278857,8.44979,0.8524213,0.37107182,0.48134947,5686,-110.3382438302,0.1055656743,-58.9385844765,0.0866131906,-0.6043128564,0.17327437,50.3820142227,0.1375079292,-0.8482386535,0.1745056297,-3.0787469339,0.1552804821,2.9597953718,2.9597953718,2.776827605,2.776827605,0.5515734292,0.0910599401
218,52787,52787,268.7,32.2,8.39,199, K0V;YnG,-89.1,-89.8,,,,,34.5,1,24,,,0.84,,,161.8792291818,0.0428483884,-22.348153897,0.0553399875,268.710787621,32.1634059882,8.159319,0.98742294,0.43658733,0.5508356,5296,-124.6895317917,0.1150399668,-28.3410403445,0.0837445151,23.8485475298,0.2460523215,33.6117102344,0.0849607427,0,0.2300799337,0,0.1674890302,0,0,0,0,0,
218,52787,52776,268.7,32.2,9.91,, K4.5Vk;UnK,-91.6,-91.8,2.7,3,1.8,3.1,32.6,1.5,,,,0.66,0.0392,1,161.8552042619,0.0376922233,-22.286842704,0.0454204961,268.6494849093,32.2029170714,9.501366,1.4074593,0.6600561,0.74740314,4582.67,-124.538737232,0.1123398774,-29.8370215217,0.0704151483,23.2367146954,0.5221471266,33.6026287595,0.0785647786,-0.1507945597,0.2273798443,1.4959811772,0.1541596634,0.0652152318,0.0652152318,0.0393156051,0.0393156051,0.2390812998,0.0094527771
222,55486,55486,231.6,67.5,7.93,178, G5;BiN,14.7,-174.7,,,,,31,0.9,-4.1,,,0.85,,,170.4549045142,0.0565773936,18.1896082092,0.0403057219,231.6480465453,67.5228635915,7.754456,0.99884653,0.4500327,0.5488138,5312,-151.9967221723,0.10359991,-92.4811303183,0.0806565987,-3.347178016,0.1807241593,32.4761790694,0.0641641237,0,0.20719982,0,0.1613131975,8.53773646251594E-07,8.53773646251594E-07,4.19098080574847E-07,6.74349576174305E-07,0,
222,55486,56930,255.9,65.7,9.66,, K0;UnK,-51.6,-167.6,3,2.2,-1.2,1.8,43.4,3.5,,,,0.77,5.2904,0.34,175.0686130742,0.0418252979,9.511680031,0.0300362755,255.9453949554,65.6616176598,9.407891,1.1036415,0.49568844,0.6079531,5075.7354,-148.5808334062,0.0940590722,-94.1787763695,0.0563364208,9.5760650566,0.3318186243,45.5822471324,0.0926828808,-3.415888766,0.1976589822,1.6976460512,0.1369930196,9.7635469028,9.7635469028,14.6509882185,14.6509882185,10.6453916841,0.0874566786
223,55638,55638,257.5,58.5,8.8,229, K0;UnK,-22.1,-163,,,,,39.1,2,,,,0.83,,,170.9650937278,0.0624555201,3.6184480228,0.0445063381,257.4607647695,58.5315182385,8.587415,0.95980644,0.42435837,0.5354481,5374.5,-121.8808186812,0.1155282939,-112.3333574256,0.0945989895,4.2521485099,0.3864648167,44.8242193189,0.1342832997,0,0.2310565878,0,0.1891979791,0,0,,0,0,
223,55638,56367,268.2,54.1,11.29,, M0Vk;UnK,-44.6,-161.5,-1.9,5.8,3.2,5.2,34.3,3,,,,0.33,5.0485,0.32,173.3194136233,0.0456048513,-3.4028060364,0.0354700424,268.2103274794,54.1142995818,10.51557,1.886569,0.9513054,0.93526363,4026.2434,-119.6488725362,0.0874727655,-118.344693366,0.0623360341,4.6441935189,0.2430939208,34.8755963295,0.0823075618,-2.231946145,0.2030010594,6.0113359404,0.1569350236,7.4049897183,7.4049897183,11.1826046473,11.1826046473,7.4853467322,0.1200455698
223,55638,57555,265.7,63.2,11.4,, -;UnK,-64.2,-152.3,23.3,5.5,-5.1,5.3,36.1,4.5,,,,0.61,4.1767,0.36,176.9534701739,0.0466061111,4.9874023146,0.0319172114,265.7164618354,63.1654576115,10.75277,1.8280344,0.9094448,0.9185896,4051.0752,-134.9294454253,0.08931133,-95.4325582196,0.055811341,6.911203499,0.3472095584,38.0268684599,0.0777644983,13.0486267441,0.204839624,-16.900799206,0.1504103305,6.1262471584,6.1262471584,8.1038579242,8.1038579242,6.8552675066,0.0944810513
224,55765,55765,236.8,67.4,5.58,46, F2V;BiN,-71.4,-122.8,,,,,43.9,0.6,19.3,,,1.58,,,171.400911752,0.1101474544,16.4565127318,0.1059654006,236.749572787,67.4491571768,5.4628143,0.56541777,0.2618394,0.30357838,6612.25,-142.3470004135,0.2043304184,-5.6454368606,0.1790020004,18.8847862762,0.6746372978,47.1979264438,0.2962436875,0,0.4086608367,0,0.3580040008,0,0,,0,0,
224,55765,55262,240.8,64.4,7.12,, F8V;OtH,-87,-118.1,5.2,1.3,5.3,1.3,44,1.3,9.1,11,1.4,1.22,2.6398,0.96,169.7769124609,0.0389527534,13.3907536349,0.0354967858,240.8343363702,64.4327431941,6.990325,0.65474224,0.2801051,0.37463713,6312.5,-146.5894741055,0.0799054778,-0.0056485327,0.0689424977,8.3323271482,0.2129612072,47.4724128471,0.0927019629,4.242473692,0.2842358962,-5.6397883279,0.247944498,3.4439239012,3.4439239012,2.857984828,2.857984828,1.7018536694,0.1699698342
225,56321,56321,235.6,69.7,7.26,139, F7V;OtH,-79.7,-112.1,,,,,47.5,1.3,21.9,,,1.08,,,173.206843202,0.0486599272,18.0023967819,0.0372587542,235.5625777897,69.7245622386,7.137969,0.6494069,0.2783966,0.3710103,6299.6665,-138.253930394,0.0885334917,11.5875007288,0.0693718084,21.9837262901,0.2995909877,46.8691817528,0.1306359127,0,0.1770669834,0,0.1387436168,0,0,4.93847075791605E-07,0,0,
225,56321,57202,238.3,72.2,9.42,, K5;UnK,-87.6,-118.7,1.3,2.1,6.3,2,52.2,5.3,,,,0.76,2.1987,0.25,175.9478345367,0.046469652,18.5224722761,0.0468798395,238.3259060129,72.2220579131,9.766785,1.2430258,0.56925106,0.6737747,4830.43,-147.1636754142,0.1023862285,9.6278932887,0.0743341718,,,50.4843079129,0.1779844227,8.9097450202,0.1909197201,1.9596074401,0.1437059802,2.6543432799,2.6543432799,4.2598665197,4.2598665197,4.5132610652,0.1683530756
227,58001,58001,140.8,61.4,2.41,5, A0Ve;F/E,-96.4,38.6,,,,,25.5,0.3,-12.6,,,2.62,,,178.4583466101,0.9019870775,53.6947970578,0.7616036522,140.8391610351,61.3850240584,7.290249,-0.61079645,-1.5603018,0.9495053,5095.6333,96.454503078,2.2334660186,3.9651491805,1.7868145142,,,33.9131422999,1.1718808621,0,4.4669320371,0,3.5736290284,1.20741826972573E-06,8.53773646251594E-07,5.05345200000817E-07,6.74349576174305E-07,0,
227,58001,61946,125.8,61.3,8.27,, K3V;F/E,-121.7,15.2,6.8,1.7,-1.2,1.6,23.4,0.4,-6.3,-4.7,1.4,0.78,3.2053,0.67,190.4364481836,0.024009008,55.72465104,0.0215577632,125.7783325368,61.3500012021,7.973305,1.1654558,0.5295234,0.63593245,4939.2666,122.6818937462,0.0469713736,-5.1368239753,0.0433026331,-10.0642346079,0.1471129019,22.7316477642,0.0161483005,-26.2273906682,2.2804373921,9.1019731558,1.8301171473,7.2010550526,7.2010550526,11.7126836155,11.7126836155,2.5800302584,0.9520964682
229,58067,58067,240.5,74.8,8.2,189, G0;BiN,-233.3,-384.6,,,,,40.5,1.8,5.9,,,0.89,,,178.6315586632,0.0463911799,19.411156888,0.0343312686,240.5130839985,74.8390989349,8.029415,0.86265707,0.37026215,0.49239492,5655.25,-450.5024890978,0.0949492043,-16.5544954575,0.0692618893,5.9412171075,0.2908755632,39.6222322033,0.0822595568,0,0.1898984087,0,0.1385237787,0,0,3.61555261046167E-07,0,0,
229,58067,58073,240.5,74.9,8.43,, G5;BiN,-236.3,-384.9,3.2,1.3,0.2,1.3,38.4,2,5.6,0.3,0.1,0.85,0.0144,1,178.6441109219,0.0395653102,19.4277594751,0.0297598881,240.4847621698,74.8580986987,8.22421,0.8983669,0.38828945,0.5100775,5590.3335,-450.5997989404,0.0834462181,-15.4972031144,0.0576675875,5.7576064196,0.2226875494,39.6011411546,0.0710541479,0.0973098426,0.1783954225,-1.0572923431,0.1269294768,0.0203908775,0.0203908776,0.0253686185,0.0253686185,0.2020809298,0.0510694295
230,58085,58085,297.3,-4.1,6.38,81, F2IV;UnK,28.5,-62.8,,,,,43.5,0.7,-6.5,,,1.34,,,178.686140684,0.0193852162,-66.3764823039,0.0199911588,297.2863000583,-4.1281412703,6.274892,0.5250454,0.21875858,0.3062868,6835,13.791917467,0.0366063035,-65.8155818302,0.0361371878,-6.7978651115,0.3686031171,44.0776344315,0.0466049461,0,0.0732126069,0,0.0722743755,0,0,0,0,0,
230,58085,58121,297.3,-4.1,8.4,, G3V;OtH,27.1,-59.2,1.5,1.8,-3.6,1.8,41,1.2,-7.6,1.1,0.5,0.86,0.0465,1,178.8149517893,0.0253263794,-66.409353514,0.0253302985,297.3439492917,-4.1490050664,8.240995,0.8798723,0.38236237,0.49750996,5622.5,12.7239441546,0.0482480145,-63.2792629234,0.0454982988,-7.6335311323,0.1347969726,44.0160433886,0.0627632596,1.0679733124,0.084854318,-2.5363189068,0.0816354866,0.0611671679,0.0611671679,0.0774894791,0.0774894791,0.5939758069,0.0244870141
231,58369,58369,185.8,77.3,6.42,84, A9V;BiN,95.6,-80.7,,,,,47,1,-1.6,,,1.47,,,179.5293382767,0.0451483957,32.2736407941,0.0284532107,185.7588442478,77.3422737124,6.3395767,0.45613146,0.19508982,0.26104164,6923.8066,-108.5268018443,0.0769683368,-62.1499809502,0.0575408965,,,47.5788208066,0.1158832947,0,0.1539366737,0,0.115081793,8.53773646251594E-07,8.53773646251594E-07,0.000000709,9.5367431640625E-07,0,
231,58369,58940,176.5,78,7.51,, F8;OtH,99.4,-60.5,7.3,1.8,-4.1,1.6,51.6,1.5,-8,5.4,2.8,1.12,1.7085,0.39,181.279210612,0.0437536536,33.7496700304,0.0291176345,176.5387759208,78.0328352904,7.373288,0.713779,0.30214548,0.4116335,6091.75,-102.2315814758,0.076596731,-55.3732779547,0.05973287,-7.5226056486,0.1658104353,50.5040285064,0.1456868269,-6.2952203685,0.1535650678,-6.7767029955,0.1172737665,2.0812315708,2.0812315708,3.4244774958,3.4244774958,0.7612084508,0.045417583
232,59431,59431,136,62.7,8.14,185, K0;BiN,206.2,70.9,,,,,35.4,3.7,4.1,,,0.86,,,182.8603808051,0.0215848496,53.4181445493,0.0220032202,135.9650696485,62.6863500315,7.977926,1.0189986,0.44900084,0.5699978,5167.85,-172.3008846853,0.0426536583,-134.1736915138,0.0432370315,-4.3854001606,0.1416723995,28.7793693286,0.0286417668,0,0.0853073167,0,0.086474063,0,0,0,0,0,
232,59431,60121,133.8,63.7,11.12,, K7V;UnK,196.9,69.8,7.2,2.2,7.7,2.1,28,1.7,,,,0.35,0.8709,0.36,184.9490458646,0.0183517222,52.7786424396,0.0212341452,133.7537594494,63.6797055133,10.436224,1.8873549,0.9545574,0.93279743,4004.895,-170.6827196968,0.0370630507,-121.7762176498,0.0411429958,,,28.7199697659,0.0250178856,-1.6181649885,0.0797167091,-12.3974738639,0.0843800273,1.4076840216,1.4076840216,0.7088177215,0.7088177215,1.747841592,0.0259722016
234,60325,60325,277.7,73,9.97,265, K0;UnK,-131.7,-103.2,,,,,44,3.3,,,,0.71,,,185.5355910553,0.0395896532,11.5682787819,0.0277758496,277.6652523504,72.9866545627,9.559052,1.29105,0.5938301,0.69721985,4775.8677,-159.0018506285,0.0841544765,-44.903152612,0.0552228177,14.134623858,0.1992315295,41.7243205846,0.080970827,0,0.1683089529,0,0.1104456353,8.53773646251594E-07,0,4.91529281699164E-07,0,0,
234,60325,59310,251.4,77.5,10.06,, K5;UnK,-77.9,-144.3,0,6.8,-4.2,3.6,44.4,3,,,,0.69,6.1166,0.21,182.5178259124,0.1294782686,18.9765295677,0.0997785347,251.381422658,77.4808963302,9.7051735,1.3170042,0.6065273,0.7104769,4758.6475,-157.8813257139,0.2410209004,-41.3640176175,0.1960339047,-1.8492334014,1.4795991567,45.7489990101,0.3109908686,-1.1205249145,0.3251753768,-3.5391349945,0.2512567224,7.9588077341,7.9588077341,7.2780862953,7.2780862953,2.794193615,0.2257255984
245,64057,64057,353.4,85.2,8.15,188, G5V;BiN,-61.7,293.7,,,,,35.4,1.2,-1.9,,,0.85,,,196.9142169643,0.0313310868,24.0104494304,0.0241917427,353.3782541044,85.1945520197,7.966258,0.86747265,0.3726282,0.49484444,5651.6665,-261.6377128378,0.0773031406,148.0034424482,0.0588848357,-1.6816641632,0.1508076855,37.4422632534,0.0527479147,0,0.1546062812,0,0.1177696714,0,8.53773646251594E-07,0,6.74349576174305E-07,0,
245,64057,64059,353.5,85.2,8.55,, G0;BiN,-63.4,293.3,2.3,1.4,0.6,1.4,37.3,1.7,-2,0.1,0.3,0.83,0.0067,1,196.9184958271,0.0315812684,24.0205576569,0.0229304965,353.4997860202,85.1982774583,8.334164,0.9467187,0.4105072,0.5362115,5358.75,-262.455446498,0.0778714119,146.041769228,0.0535828542,-1.7012155698,0.1308418229,37.4329362191,0.0514252401,0.8177336603,0.1551745525,1.9616732201,0.1124676899,0.010837543,0.0108375431,0.0117106412,0.0117106412,0.3792499148,0.122625017
